,date,open,high,low,close,volume
0,2020-06-01 13:41:00+05:30,400.0,400.0,400.0,400.0,0
1,2020-06-01 13:42:00+05:30,400.0,400.0,400.0,400.0,0
2,2020-06-01 13:43:00+05:30,400.0,400.0,400.0,400.0,0
3,2020-06-01 13:44:00+05:30,400.0,400.0,400.0,400.0,0
4,2020-06-01 13:45:00+05:30,400.0,400.0,400.0,400.0,0
5,2020-06-01 13:46:00+05:30,400.0,400.0,400.0,400.0,0
6,2020-06-01 13:47:00+05:30,400.0,400.0,400.0,400.0,0
7,2020-06-01 13:48:00+05:30,400.0,400.0,400.0,400.0,0
8,2020-06-01 13:49:00+05:30,400.0,400.0,400.0,400.0,0
9,2020-06-01 13:50:00+05:30,400.0,400.0,400.0,400.0,0
10,2020-06-01 13:51:00+05:30,400.0,400.0,400.0,400.0,0
11,2020-06-01 13:52:00+05:30,400.0,400.0,400.0,400.0,0
12,2020-06-01 14:03:00+05:30,400.0,400.0,400.0,400.0,0
13,2020-06-01 14:04:00+05:30,400.0,400.0,400.0,400.0,0
14,2020-06-01 14:05:00+05:30,400.0,400.0,400.0,400.0,0
15,2020-06-01 14:06:00+05:30,400.0,400.0,400.0,400.0,0
16,2020-06-01 14:07:00+05:30,400.0,400.0,400.0,400.0,0
17,2020-06-01 14:08:00+05:30,400.0,400.0,400.0,400.0,0
18,2020-06-01 14:09:00+05:30,400.0,400.0,400.0,400.0,0
19,2020-06-01 14:10:00+05:30,400.0,400.0,400.0,400.0,0
20,2020-06-01 14:11:00+05:30,400.0,400.0,400.0,400.0,0
21,2020-06-01 14:12:00+05:30,400.0,400.0,400.0,400.0,0
22,2020-06-01 14:13:00+05:30,400.0,400.0,400.0,400.0,0
23,2020-06-01 14:14:00+05:30,400.0,400.0,400.0,400.0,0
24,2020-06-01 14:15:00+05:30,400.0,400.0,400.0,400.0,0
25,2020-06-01 14:16:00+05:30,400.0,400.0,400.0,400.0,0
26,2020-06-01 14:17:00+05:30,400.0,400.0,400.0,400.0,0
27,2020-06-01 14:18:00+05:30,400.0,400.0,400.0,400.0,0
28,2020-06-01 14:19:00+05:30,400.0,400.0,400.0,400.0,0
29,2020-06-01 14:20:00+05:30,400.0,400.0,400.0,400.0,0
30,2020-06-01 14:21:00+05:30,400.0,400.0,400.0,400.0,0
31,2020-06-01 14:22:00+05:30,400.0,400.0,400.0,400.0,0
32,2020-06-01 14:23:00+05:30,400.0,400.0,400.0,400.0,0
33,2020-06-01 14:24:00+05:30,400.0,400.0,400.0,400.0,0
34,2020-06-01 14:25:00+05:30,400.0,400.0,400.0,400.0,0
35,2020-06-01 14:26:00+05:30,400.0,400.0,400.0,400.0,0
36,2020-06-01 14:27:00+05:30,400.0,400.0,400.0,400.0,0
37,2020-06-01 14:28:00+05:30,400.0,400.0,400.0,400.0,0
38,2020-06-01 14:29:00+05:30,400.0,400.0,400.0,400.0,0
39,2020-06-01 14:30:00+05:30,400.0,400.0,400.0,400.0,0
40,2020-06-01 14:31:00+05:30,400.0,400.0,400.0,400.0,0
41,2020-06-01 14:32:00+05:30,400.0,400.0,400.0,400.0,0
42,2020-06-01 14:33:00+05:30,400.0,400.0,400.0,400.0,0
43,2020-06-01 14:34:00+05:30,400.0,400.0,400.0,400.0,0
44,2020-06-01 14:35:00+05:30,400.0,400.0,400.0,400.0,0
45,2020-06-01 14:36:00+05:30,400.0,400.0,400.0,400.0,0
46,2020-06-01 14:37:00+05:30,400.0,400.0,400.0,400.0,0
47,2020-06-01 14:38:00+05:30,400.0,400.0,400.0,400.0,0
48,2020-06-01 14:39:00+05:30,400.0,400.0,400.0,400.0,0
49,2020-06-01 14:40:00+05:30,400.0,400.0,400.0,400.0,0
50,2020-06-01 14:41:00+05:30,400.0,400.0,400.0,400.0,0
51,2020-06-01 14:42:00+05:30,400.0,400.0,400.0,400.0,0
52,2020-06-01 14:43:00+05:30,400.0,400.0,400.0,400.0,0
53,2020-06-01 14:44:00+05:30,400.0,400.0,400.0,400.0,0
54,2020-06-01 14:45:00+05:30,400.0,400.0,400.0,400.0,0
55,2020-06-01 14:46:00+05:30,400.0,400.0,400.0,400.0,0
56,2020-06-01 14:47:00+05:30,400.0,400.0,400.0,400.0,0
57,2020-06-01 14:48:00+05:30,400.0,400.0,400.0,400.0,0
58,2020-06-01 14:49:00+05:30,400.0,400.0,400.0,400.0,0
59,2020-06-01 14:50:00+05:30,400.0,400.0,400.0,400.0,0
60,2020-06-01 14:51:00+05:30,400.0,400.0,400.0,400.0,0
61,2020-06-01 14:52:00+05:30,400.0,400.0,400.0,400.0,0
62,2020-06-01 14:53:00+05:30,400.0,400.0,400.0,400.0,0
63,2020-06-01 14:54:00+05:30,400.0,400.0,400.0,400.0,0
64,2020-06-01 14:55:00+05:30,400.0,400.0,400.0,400.0,0
