,date,open,high,low,close,volume
0,2020-06-05 09:15:00+05:30,420.95,420.95,420.95,420.95,0
1,2020-06-05 09:16:00+05:30,420.95,420.95,420.95,420.95,0
2,2020-06-05 09:22:00+05:30,420.95,420.95,420.95,420.95,0
3,2020-06-05 09:23:00+05:30,420.95,420.95,420.95,420.95,0
4,2020-06-05 09:28:00+05:30,420.95,420.95,420.95,420.95,0
5,2020-06-05 09:36:00+05:30,420.95,420.95,420.95,420.95,0
6,2020-06-05 09:41:00+05:30,420.95,420.95,420.95,420.95,0
7,2020-06-05 09:45:00+05:30,420.95,420.95,420.95,420.95,0
8,2020-06-05 09:47:00+05:30,420.95,420.95,420.95,420.95,0
9,2020-06-05 09:53:00+05:30,420.95,420.95,420.95,420.95,0
10,2020-06-05 09:56:00+05:30,420.95,420.95,420.95,420.95,0
11,2020-06-05 09:58:00+05:30,420.95,420.95,420.95,420.95,0
12,2020-06-05 10:05:00+05:30,420.95,420.95,420.95,420.95,0
13,2020-06-05 10:08:00+05:30,420.95,420.95,420.95,420.95,0
14,2020-06-05 10:17:00+05:30,420.95,420.95,420.95,420.95,0
15,2020-06-05 10:20:00+05:30,420.95,420.95,420.95,420.95,0
16,2020-06-05 10:22:00+05:30,420.95,420.95,420.95,420.95,0
17,2020-06-05 10:26:00+05:30,420.95,420.95,420.95,420.95,0
18,2020-06-05 10:28:00+05:30,420.95,420.95,420.95,420.95,0
19,2020-06-05 10:39:00+05:30,420.95,420.95,420.95,420.95,0
20,2020-06-05 11:00:00+05:30,420.95,420.95,420.95,420.95,0
21,2020-06-05 11:01:00+05:30,420.95,420.95,420.95,420.95,0
22,2020-06-05 11:22:00+05:30,420.95,420.95,420.95,420.95,0
23,2020-06-05 12:22:00+05:30,420.95,420.95,420.95,420.95,0
24,2020-06-05 12:23:00+05:30,420.95,420.95,420.95,420.95,0
25,2020-06-05 12:47:00+05:30,420.95,420.95,420.95,420.95,0
26,2020-06-05 13:03:00+05:30,420.95,420.95,420.95,420.95,0
27,2020-06-05 13:17:00+05:30,420.95,420.95,420.95,420.95,0
28,2020-06-05 13:19:00+05:30,420.95,420.95,420.95,420.95,0
29,2020-06-05 13:22:00+05:30,420.95,420.95,420.95,420.95,0
30,2020-06-05 13:26:00+05:30,420.95,420.95,420.95,420.95,0
31,2020-06-05 13:28:00+05:30,420.95,420.95,420.95,420.95,0
32,2020-06-05 13:30:00+05:30,420.95,420.95,420.95,420.95,0
33,2020-06-05 13:31:00+05:30,420.95,420.95,420.95,420.95,0
34,2020-06-05 13:35:00+05:30,420.95,420.95,420.95,420.95,0
35,2020-06-05 13:51:00+05:30,420.95,420.95,420.95,420.95,0
36,2020-06-05 14:22:00+05:30,420.95,420.95,420.95,420.95,0
37,2020-06-05 15:10:00+05:30,420.95,420.95,420.95,420.95,0
38,2020-06-05 15:22:00+05:30,420.95,420.95,420.95,420.95,0
39,2020-06-05 15:25:00+05:30,420.95,420.95,420.95,420.95,0
40,2020-06-05 15:26:00+05:30,420.95,420.95,420.95,420.95,0
41,2020-06-10 09:38:00+05:30,375.0,375.0,375.0,375.0,0
42,2020-06-10 09:39:00+05:30,375.0,375.0,375.0,375.0,0
43,2020-06-10 09:40:00+05:30,375.0,375.0,375.0,375.0,0
44,2020-06-10 09:41:00+05:30,375.0,375.0,375.0,375.0,0
45,2020-06-10 09:42:00+05:30,375.0,375.0,375.0,375.0,0
46,2020-06-10 09:43:00+05:30,375.0,375.0,375.0,375.0,0
47,2020-06-10 09:44:00+05:30,375.0,375.0,375.0,375.0,0
48,2020-06-10 09:46:00+05:30,375.0,375.0,375.0,375.0,0
49,2020-06-10 09:47:00+05:30,375.0,375.0,375.0,375.0,0
50,2020-06-10 09:50:00+05:30,375.0,375.0,375.0,375.0,0
51,2020-06-10 09:52:00+05:30,375.0,375.0,375.0,375.0,0
52,2020-06-10 09:53:00+05:30,375.0,375.0,375.0,375.0,0
53,2020-06-10 09:55:00+05:30,375.0,375.0,375.0,375.0,0
54,2020-06-10 10:15:00+05:30,375.0,375.0,375.0,375.0,0
55,2020-06-10 10:19:00+05:30,375.0,375.0,375.0,375.0,0
56,2020-06-10 10:22:00+05:30,375.0,375.0,375.0,375.0,0
57,2020-06-10 10:23:00+05:30,375.0,375.0,375.0,375.0,0
58,2020-06-10 10:32:00+05:30,375.0,375.0,375.0,375.0,0
59,2020-06-10 10:39:00+05:30,375.0,375.0,375.0,375.0,0
60,2020-06-10 10:43:00+05:30,375.0,375.0,375.0,375.0,0
61,2020-06-10 10:47:00+05:30,375.0,375.0,375.0,375.0,0
62,2020-06-10 10:57:00+05:30,375.0,375.0,375.0,375.0,0
63,2020-06-10 10:58:00+05:30,375.0,375.0,375.0,375.0,0
64,2020-06-10 10:59:00+05:30,375.0,375.0,375.0,375.0,0
65,2020-06-10 11:00:00+05:30,375.0,375.0,375.0,375.0,0
66,2020-06-10 11:06:00+05:30,375.0,375.0,375.0,375.0,0
67,2020-06-10 11:10:00+05:30,375.0,375.0,375.0,375.0,0
68,2020-06-10 11:12:00+05:30,375.0,375.0,375.0,375.0,0
69,2020-06-10 11:15:00+05:30,375.0,375.0,375.0,375.0,0
70,2020-06-10 11:16:00+05:30,375.0,375.0,375.0,375.0,0
71,2020-06-10 11:22:00+05:30,375.0,375.0,375.0,375.0,0
72,2020-06-10 11:25:00+05:30,375.0,375.0,375.0,375.0,0
73,2020-06-10 11:34:00+05:30,375.0,375.0,375.0,375.0,0
74,2020-06-10 11:45:00+05:30,375.0,375.0,375.0,375.0,0
75,2020-06-10 11:46:00+05:30,375.0,375.0,375.0,375.0,0
76,2020-06-10 12:22:00+05:30,375.0,375.0,375.0,375.0,0
77,2020-06-10 12:51:00+05:30,375.0,375.0,375.0,375.0,0
78,2020-06-10 12:59:00+05:30,375.0,375.0,375.0,375.0,0
79,2020-06-10 13:03:00+05:30,375.0,375.0,375.0,375.0,0
80,2020-06-10 13:04:00+05:30,375.0,375.0,375.0,375.0,0
81,2020-06-10 13:06:00+05:30,375.0,375.0,375.0,375.0,0
82,2020-06-10 13:09:00+05:30,375.0,375.0,375.0,375.0,0
83,2020-06-10 13:10:00+05:30,375.0,375.0,375.0,375.0,0
84,2020-06-10 13:11:00+05:30,375.0,375.0,375.0,375.0,0
85,2020-06-10 13:12:00+05:30,375.0,375.0,375.0,375.0,0
86,2020-06-10 13:13:00+05:30,375.0,375.0,375.0,375.0,0
87,2020-06-10 13:14:00+05:30,375.0,375.0,375.0,375.0,0
88,2020-06-10 13:15:00+05:30,375.0,375.0,375.0,375.0,0
89,2020-06-10 13:16:00+05:30,375.0,375.0,375.0,375.0,0
90,2020-06-10 13:17:00+05:30,375.0,375.0,375.0,375.0,0
91,2020-06-10 13:18:00+05:30,375.0,375.0,375.0,375.0,0
92,2020-06-10 13:19:00+05:30,375.0,375.0,375.0,375.0,0
93,2020-06-10 13:20:00+05:30,375.0,375.0,375.0,375.0,0
94,2020-06-10 13:21:00+05:30,375.0,375.0,375.0,375.0,0
95,2020-06-10 13:22:00+05:30,375.0,375.0,375.0,375.0,0
96,2020-06-10 13:23:00+05:30,375.0,375.0,375.0,375.0,0
97,2020-06-10 13:24:00+05:30,375.0,375.0,375.0,375.0,0
98,2020-06-10 13:25:00+05:30,375.0,375.0,375.0,375.0,0
99,2020-06-10 13:26:00+05:30,375.0,375.0,375.0,375.0,0
100,2020-06-10 13:27:00+05:30,375.0,375.0,375.0,375.0,0
101,2020-06-10 13:28:00+05:30,375.0,375.0,375.0,375.0,0
102,2020-06-10 13:29:00+05:30,375.0,375.0,375.0,375.0,0
103,2020-06-10 13:30:00+05:30,375.0,375.0,375.0,375.0,0
104,2020-06-10 13:31:00+05:30,375.0,375.0,375.0,375.0,0
105,2020-06-10 13:32:00+05:30,375.0,375.0,375.0,375.0,0
106,2020-06-10 13:33:00+05:30,375.0,375.0,375.0,375.0,0
107,2020-06-10 13:34:00+05:30,375.0,375.0,375.0,375.0,0
108,2020-06-10 13:35:00+05:30,375.0,375.0,375.0,375.0,0
109,2020-06-10 13:38:00+05:30,375.0,375.0,375.0,375.0,0
110,2020-06-10 13:39:00+05:30,375.0,375.0,375.0,375.0,0
111,2020-06-10 13:40:00+05:30,375.0,375.0,375.0,375.0,0
112,2020-06-10 13:43:00+05:30,375.0,375.0,375.0,375.0,0
113,2020-06-10 13:44:00+05:30,375.0,375.0,375.0,375.0,0
114,2020-06-10 13:46:00+05:30,375.0,375.0,375.0,375.0,0
115,2020-06-10 13:47:00+05:30,375.0,375.0,375.0,375.0,0
116,2020-06-10 13:48:00+05:30,375.0,375.0,375.0,375.0,0
117,2020-06-10 13:49:00+05:30,375.0,375.0,375.0,375.0,0
118,2020-06-10 14:00:00+05:30,375.0,375.0,375.0,375.0,0
119,2020-06-10 14:01:00+05:30,375.0,375.0,375.0,375.0,0
120,2020-06-10 14:02:00+05:30,375.0,375.0,375.0,375.0,0
121,2020-06-10 14:03:00+05:30,375.0,375.0,375.0,375.0,0
122,2020-06-10 14:09:00+05:30,375.0,375.0,375.0,375.0,0
123,2020-06-10 14:10:00+05:30,375.0,375.0,375.0,375.0,0
124,2020-06-10 14:14:00+05:30,375.0,375.0,375.0,375.0,0
125,2020-06-10 14:15:00+05:30,375.0,375.0,375.0,375.0,0
126,2020-06-10 14:16:00+05:30,375.0,375.0,375.0,375.0,0
127,2020-06-10 14:17:00+05:30,375.0,375.0,375.0,375.0,0
128,2020-06-10 14:18:00+05:30,375.0,375.0,375.0,375.0,0
129,2020-06-10 14:19:00+05:30,375.0,375.0,375.0,375.0,0
130,2020-06-10 14:22:00+05:30,375.0,375.0,375.0,375.0,0
131,2020-06-10 14:28:00+05:30,375.0,375.0,375.0,375.0,0
132,2020-06-10 14:30:00+05:30,375.0,375.0,375.0,375.0,0
133,2020-06-10 14:31:00+05:30,375.0,375.0,375.0,375.0,0
134,2020-06-10 14:32:00+05:30,375.0,375.0,375.0,375.0,0
135,2020-06-10 14:39:00+05:30,375.0,375.0,375.0,375.0,0
136,2020-06-10 14:40:00+05:30,375.0,375.0,375.0,375.0,0
137,2020-06-10 14:44:00+05:30,375.0,375.0,375.0,375.0,0
138,2020-06-10 14:45:00+05:30,375.0,375.0,375.0,375.0,0
139,2020-06-10 15:10:00+05:30,375.0,375.0,375.0,375.0,0
140,2020-06-10 15:12:00+05:30,375.0,375.0,375.0,375.0,0
141,2020-06-10 15:13:00+05:30,375.0,375.0,375.0,375.0,0
142,2020-06-10 15:14:00+05:30,375.0,375.0,375.0,375.0,0
143,2020-06-10 15:15:00+05:30,375.0,375.0,375.0,375.0,0
144,2020-06-10 15:16:00+05:30,375.0,375.0,375.0,375.0,0
145,2020-06-10 15:17:00+05:30,375.0,375.0,375.0,375.0,0
146,2020-06-10 15:18:00+05:30,375.0,375.0,375.0,375.0,0
147,2020-06-10 15:19:00+05:30,375.0,375.0,375.0,375.0,0
148,2020-06-10 15:20:00+05:30,375.0,375.0,375.0,375.0,0
149,2020-06-10 15:21:00+05:30,375.0,375.0,375.0,375.0,0
150,2020-06-10 15:22:00+05:30,375.0,375.0,375.0,375.0,0
151,2020-06-10 15:23:00+05:30,375.0,375.0,375.0,375.0,0
152,2020-06-10 15:24:00+05:30,375.0,375.0,375.0,375.0,0
153,2020-06-10 15:25:00+05:30,375.0,375.0,375.0,375.0,0
154,2020-06-10 15:26:00+05:30,375.0,375.0,375.0,375.0,0
155,2020-06-10 15:27:00+05:30,375.0,375.0,375.0,375.0,0
156,2020-06-10 15:28:00+05:30,375.0,375.0,375.0,375.0,0
